F1 measure vs learning rate (traingd)
lr = 0.1:	0.7989
lr = 0.2: 0.8110
lr = 0.3: 0.8080
lr = 0.4: 0.8147
lr = 0.5: 0.8066
lr = 0.6: 0.7785
lr = 0.7: 0.7480
